,Review,sentiment
56,The Hills Have Eyes II is what you would expect it to be and nothing more. Of course it's not going to be an Oscar nominated film it's just pure entertainment which you can just lose yourself in for 90 minutes.The plot is basically about a group of National Guard trainees who find themselves battling against the notorious mutated hillbillies on their last day of training in the desert. It's just them fighting back throughout the whole film which includes a lot of violence which is basically the whole film as blood and guts are constantly flying around throughout the whole thing and also yet another graphic rape scene which is pointlessly thrown in to shock the audience.I'd give the Hills Have Eyes II 4 out of 10 for pure entertainment and that only. Although even then I found myself looking at my watch more and more as the film went on as it began to drag due to the fact it continued to try and shock the audience with graphic gore and the occasional jump scene just to make sure the audience stays awake. The Hills Have Eyes II is just decent entertainment something to pass time if you're bored and nothing else.410,negative
57,I laughed all the way through this rotten movie. It's so unbelievable. A woman leaves her husband after many years of marriage has a breakdown in front of a real estate office. What happens The office manager comes outside and offers her a job Hilarious Next thing you know the two women are going at it. Yep they're lesbians Nothing rings true in this Lifetime for Women with nothing better to do movie. Clunky dialogue like I don't want to spend the rest of my life feeling like I had a chance to be happy and didn't take it doesn't help. There's a wealthy distant mother who disapproves of her daughter's new relationship. A sassy black maid  unbelievable that in the year 2003 a film gets made in which there's a sassy black maid. Hattie McDaniel must be turning in her grave. The woman has a husband who freaks out and wants custody of the snotty teenage kids. Sheesh No cliche is left unturned.,negative
58,NO SPOILERSAfter Hitchcock's successful first American film Rebecca based upon Daphne DuMarier's lush novel of gothic romance and intrigue he returned to some of the more familiar themes of his early British period  mistaken identity and espionage. As the U.S. settled into World War II and the large scale 'war effort' of civilians building planes weaponry and other necessary militia the booming film entertainment business began turning out paranoid and often jingoistic thrillers with war time themes. These thrillers often involved networks of deceptive and skilled operators at work in the shadows among the good law abiding citizens. Knowing the director was at home in this espionage genre producer Jack Skirball approached Hitchcock about directing a property he owned that dealt with corruption wartime sabotage and a helpless hero thrust into a vortex of coincidence and mistaken identity. The darker elements of the narrative and the sharp wit of literary maven Dorothy Parker during her brief stint in Hollywood before returning to her bohemian roots in NYC who coauthored the script were a perfect match for Hitchcock's sensibilities.This often neglected film tells the story of the unfortunate 25 year old Barry Kane Robert Cummings who while at work at a Los Angeles Airplane Factory meets new employee Frank Frye Norman Lloydd and moments later is framed for committing sabotage. Fleeing the authorities who don't believe his farfetched story he meets several characters on his way to Soda City Utah and finally New York City. These memorable characters include a circus caravan with a car full of helpful 'freaks' and a popular billboard model Patricia Martin Priscilla Lane who during the worst crisis of his life as well as national security he falls madly in love with Of course in the land of Hitchcock Patricia kidnapped by the supposed saboteur Barry falls for her captor thus adding romantic tension to the mix.In good form for this outing Hitchcock brews a national network of demure old ladies average Joes and respectable businessmen who double as secret agent terrorists that harbor criminals pull guns and detonate bombs to keep things moving. It's a terrific plot that takes its time moving forward and once ignited culminates in one of Hitchcock's more memorable finales. Look for incredibly life like NYC tourist attractions all of which were recreated by art directors in Hollywood due to the wartime 'shooting ban' on public attractions. While Saboteur may not be one of Hitchcock's most well known films it's a popular bmovie that is certainly solid and engaging with plenty of clever plot twists and as usual  terrific Hitchcock villains. Remember to look for Hitchcock's cameo appearance outside a drug store in the second half of the film. Hitchcock's original cameo idea that was shot him fighting in sign language with his 'deaf' wife was axed by the Bureau of Standards and Practices who were afraid of offending the deaf,positive
59,I just watched The Dresser this evening having only seen it once before about a dozen years ago.It's not a big movie and doesn't try to make a big splash but my God the brilliance of the two leads leaves me just about speechless. Albert Finney and Tom Courtenay are nothing less than amazing in this movie.The Dresser is the story of Sir an aging Shakespearean actor Finney and his dresser Norman Courtenay sort of a valet putting on a production of King Lear during the blitz of London in World War II. These are two men each dependent upon the other Sir is almost helpless without the aid of Norman to cajole wheedle and bully him into getting onstage for his 227th performance of Lear. And Norman lives his life vicariously through Sir without Sir to need him he is nothing or thinks he is anyway.This is a characterdriven film the plot is secondary to the interaction of the characters and as such it requires actors of the highest caliber to bring it to life. Finney only 47 years old is completely believable as a very old very sick petulant bullying but brilliant stage actor. He hisses and fumes at his fellow actors even when they're taking their bows And Courtenay is no less convincing as the mincing dresser who must sometimes act more as a mother than as a valet to his elderly employer. Employer is really the wrong term to use though. For although technically their relationship is that of employer and employee most of the time Sir and Norman act like nothing so much as an old married couple.Yes there are others in the cast of this movie but there is no question that the true stars are Finney Courtenay and the marvelous script by Ronald Harwood. That is not to say that there aren't other fine performances most notably Eileen Atkins as the longsuffering stage manager Madge. There is a wonderful scene where Sir and Madge talk about old desires old regrets and what might have been.Although it doesn't get talked about these days it is worth remembering that The Dresser was nominated for five Academy Awards Best Actor nominations for both Finney and Courtenay Best Picture Best Director Peter Yates and Best Adapted Screenplay.I had remembered this as being a good movie but I wasn't prepared to be as completely mesmerized as I was from beginning to end. If you want to see an example of what great acting is all about and be hugely entertained all the while then I encourage you to see The Dresser.,positive
60,What happened What we have here is basically a solid and plausible premise and with a decent and talented cast but somewhere the movie loses it. Actually it never really got going. There was a little excitement when we find out that Angie is not really pregnant then find out that she is after all but that was it. Steve Martin who is a very talented person and usually brings a lot to a movie was dreadful and his entire character was not even close to being important to this movie other than to make it longer. I really would have liked to see more interactions between the main characters Kate and Angie and maybe try not for a pure comedy which unfortunately it was not but maybe a drama with comedic elements. I think if the movie did this it could have been very funny since both actresses are quite funny in their own ways and sitting here I can think of numerous scenarios that would have been a riot.,negative
61,I've just watched Fingersmith and I'm stunned to see the 810 average rating for the show.Not only was the plot was difficult to follow but it seems character development was randomly applied.The actors were adequate but in the process of attempting to create twists and turns their characters are rendered entirely one dimensional. Once this happens the story really falls flat and becomes tedious.And just in case anyone didn't see the predictable lesbian undertones from miles way this is hammered home in the most banal terms at the end of the film.The end scene is disappointing and phoned in and anyone who sat back and went Ohhh so they were carpet munchers all along must have been out for the evening.Two stars for the tonsil hockey in the earlier scene which was at least a bit raunchy none for the rest of it...,negative
62,So let's beginThe movie itself is as original as Cronenberg's movies would usually appear...My intention to see it was certainly JJL being one of my favourite actresses. She is as lovely as usual this cutieI would not say it was my favourite movie of hers. Still it's quite interesting and entertaining to follow. The rest of the cast is not extremely impressive but it is not some kind of a miscast star array. Recommend with confidence,positive
63,Besides being boring the scenes were oppressive and dark. The movie tried to portray some kind of moral but fell flat with its message. What were the redeeming qualities On top of that I don't think it could make librarians look any more unglamorous than it did.,negative
64,An unmarried woman named Stella Bette Midler gets pregnant by a wealthy man Stephen Collins. He offers to marry her out of a sense of obligation but she turns him down flat and decides to raise the kid on her own. Things go OK until the child named Jenny Trini Alvarado becomes a teenager and things gradually and predictably become worse.I've seen both the silent version and sound version of Stella Dallas. Neither one affected me much and I cry easily but they were wellmade if dated. Trying to remake this in 1990 was just a stupid idea. I guess Midler had enough power after the incomprehensible success of Beaches to get this made. This predictably bombed. The story is laughable and dated by today's standards. Even though Midler and Alvarado give good performances this film really drags and I was bored silly by the end. Stephen Collins and Marsha Mason both good actors don't help in supporting roles. Flimsy and dull. Reallywho thought this would work See the 1937 Stanwyck version instead. I give this a 1.,negative
65,DON'T TORTURE A DUCKLING is one of Fulci's earlier and honestly in terms of storyline better... films  and although not the typical bloodbath that Fulci is known for  this is still a very unique and enjoyable film.The story surrounds a small town where a series of child murders are occurring. Some of the colorful characters involved in the investigations  either as suspects or those helping the investigation or in some cases both  include the towns police force a smalltime reporter a beautiful and rich exdrug addict a young priest and his mother An old man who practices witchcraft and his female protg a mentally handicapped townsman and a deafmute little girl. All of these people are interwoven into the plot to create several twists and turns until the actual killer is revealed...DON'T TORTURE A DUCKLING is neither a classical giallo or a typical Fulci gore film. Although it does contain elements of both  it is more of an oldfashioned murder mystery with darker subject matter and a few scenes of graphic violence although nothing nearly as strong as some of Fulci's later works. This is a well written film with lots of twists that kept me guessing up until the end. Recommended for giallomurdermystery fans or anyone looking to check out some of Fulci's nonsplatter films  but don't despair DON'T TORTURE still has more than it's fair share of violence and sleaze. Some may be put off by the subject of the child killings and one main female character has a strange habit of hitting on very young boys which is also kind of disconcerting  but if that type of material doesn't bother you then definitely give this one a look. 8.510,positive
66,Busty beauty Stacie Randall plays PVC clad badass bitch Alexandra the faithful acolyte of Faust an evil entity trapped in hell. Determined to free her master the malevolent minx breaks into a warehouse to steal a magical gem vital to her success but whilst conducting a satanic ritual to summon Faust the silly mare accidentally enters the pentagram she has drawn on the floor which results in the loss of the gem and the release of two diminutive trolllike creatures called Lite and Dark.Now Alexandra must find a replacement gem which isn't going to be easy the only other stone that will do the trick is worn around the neck of her exlover police detective Jonathan Graves Peter Liapis who is investigating the warehouse robbery and who knows only too well what evil Alexandra is capable of. Meanwhile wisecracking interdimensional halfpints Lite and Dark get into all sorts of zany trouble as they try to find a way back home.In the warped movie world of Jim Wynorski all females are bigbreasted babes with the fashion sense of a cheap hooker. Ghoulies IV is no exception every woman in this filmwhether she be a police captain a curator of antiquities or a mental patient in an asylumis hot hot hot and wears not a lot and it's this fact that makes this otherwise totally unwatchable piece of STV crap just about bearable.But be warned even though the presence of seminaked quality crumpet makes the going slightly easier there is still plenty about this film to warrant it being labelled as an ordeal the acting is wooden and the dialogue is painful the black humour as the DVD blurb describes it is about as funny as a knee to the knackers with the comedic banter of Lite and Dark being particularly cringeworthy and the special effects are bargain basement consisting of rubbery creatures and visual effects that would have looked dated ten years earlier.310 solely for the high bimbo quotient.,negative
67,I really like Salman Kahn so I was really disappointed when I seen this movie. It didn't have much of a plot and what they did have was not that appealing. Salman however did look good in the movie looked young and refreshed but was worth the price of this DVD. The music was not bad it was quite nice. Usually Indian movies are at least two to three hours long but this was a very short movie for an Indian film. The American actress that played in the movie is from the television hit series Heroes Ali Larter. Her acting had a lot to be desired. However she did look good in the Indian dresses that she wore. All the movie had not a lot to be desired and I hope Salman does a lot better on his next movie. Thank you.,negative
68,I'm not sure why the producers needed to trade on the name of a somewhat successful movie franchise because the title suggests that it is a sequel to the first three movies..which it is not. Even though Marques Houston did appear in HP3 he played a totally different character he was eight years older in this film. Okay...so Reid and Martin weren't the most talented and couldn't carry a film all by themselves..but to trade on the HP franchise seems to me that there could have made some sort of reference albeit minor to the earlier movies. I'm sure everyone who wanted to see it was hoodwinkedinto thinking that they were seeing a sequelnot a totally different film with a familiar name. And I'm sorry...Kym Whitley is not funny and could not hold a candle to the late Robin Harris Ketty Lester or DC Curry in the earlier films. Although Meagen Good and Mari Morrow are a substantial visual diversion...I have to give this a THUMBS DOWN Just naming the film Down to the Last Minute would have been OK. Furthermore the Hudlin brothers who produced the first three movies were not involved in the making of this film.,negative
69,This film laboured along with some of the most predictable story lines and shallow characters ever seen. The writer obviously bought the playbook How to write a space disaster movie and followed it play by play. In particular the stereotypical use of astronauts talking to their loved ones from outer space  putting on a brave show in the face of disaster  has been done time and time again.Max Q appears to have been written in the hope that the producers would throw 50 million at the project. But judging by the latter half of the film which contained numerous lame attempts at special effects the producers could only muster 50 thousand. To learn that the film was nominated for a Special Visual Effects Emmy has me absolutely gobsmacked.I think a handful of high school students with a pass in Media Studies could have created more believable effectsAnd the plot holes are too numerous to mention. But I will pick one out as an example. Now I'm no NASA expert but surely it's highly implausible that a worker attached to the shuttle simulator would suddenly hold a position of power in the control room when things start to go pearshaped with the program. Surely there is someone more experienced at Mission Control who the Program Director would call on rather than a twentynine year old who has not been in the control room before.The only saving grace for this film is the work of Bill Campbell. He manages to make a good attempt at salvaging something out of the train wreck that is this script.I give this film 2 out of 10 with the aboveaverage work of Bill Campbell in the lead role saving it from a lower mark.,negative
70,Caddyshack Two is a good movie by itself but compared to the original it cant stack up. Robert Stack is a horrible replacement for Ted Knight and Jackie Mason while funny just cant compete with Rodney Dangerfield. Ty Webb is funny being the only character from the original. Most of the other characters in the movie lack the punch of the original Henry Wilcoxon for example except for the hystericly funny lawyer Peter Blunt being played by Randy Quaid. Every line he says reminds me of the originals humor especially the scene at his office I don't go in for law suits or motions. I find out where you live and come to your house and beat down your door with a fing baseball bat make a bonfire with the chippindalemaybe roast that golden retriever arff arff arff then eat it. And then I'm comin' upstairs junior and I'm grabbing you by your brooks brothers pjs and cramming your brand new BMW up your tight a Do we have an understanding. Offsetting his small role however is Dan Acroyd who is obviously no replacement for Bill Murray. His voice is beyond irritating and everything he does isnt even funny its just stupid. Overall Caddyshack II is a good movie but in comparison to the awesome original it just cant cut it.,negative
71,Honestly  this short film sucks. the dummy used in the necro scene is pretty well made but still phony enough looking to ruin the viewing experience. the Unearthed DVD is crisp and clear and I haven't made up my mind if this helps or hinders it. If the film was a little grainy it might have added some creepiness factor to what was going on. I have no idea why this film has so much hype surrounding it other than the subject matter  but to be honest the necrophilia scenes in films like NEKROMANTIK and VISITOR Q among others are more shocking than in AFTERMATH. All this talk about the film being about loneliness and all other manner of deep philosophy is bull. This is an expensive beautifully filmed turd. It's not that shocking it's not that disgusting. if you insist on viewing it  rent it. I give it a 3 for the fact that not many people make explicit movies about necrophilia there should definitely be a bigger selection for us sickos   the filming is good and it does have some gore if watching a rubbery looking doll get cut open is considered gore... but other than that  absolutely nothing going for this overhyped mess. On the other hand  GENESIS  Cerda's sequel to AFTERMATH now available as a double feature released by Unearthed films is an absolute masterpiece of a short film really showing what a good director Cerda really is when given the right material. Although I don't care for AFTERMATH at all GENESIS is so well made that I will forgive Cerda and Definitely keep an eye out for him in the future...,negative
72,I thought that Mukhsin has been wonderfully written. Its not just about entertainment. There's tonnes of subtle messages that i think Yasmin was trying to bring across. And yes it might be confusing to some of youespecially if you didn't watch Sepet andor Gubra for 76 times.I bet u noticed how they use characters from the two movies before right Its really ironic how the characters relate. Like the bossy neighbour is that prostitute from Gubra. And the chick at the snooker pad turns out to be the religious and wife of the pious man in the future. And i absolutely love the voiceovers. Its crude yet awakeningly fresh. Like when they took a shot of the Rumah Tumpangan Gamin signboard then there was suddenly Mukhsin's voice saying 'Bismillahhirrahmannirrahim..' the scene when he climbed the tree.It captured Malaysian's attitudeand in some mild way sniggering at how pathetic it is portrayed in the character. For example even the kids can be really sharp tonguedcomplete with the shrill annoying voice and simply bad mouth ppl all movie long. And how you can be such a busybody and talk about ppl when ur own life isn't sorted out. All i can say is this movie totally reached my expectation if not exceeded it. It kept me glued to the screen i couldn't even take my eyes off it. Not even to make out in the cinema. Ha ha.,positive
73,I am not a golf fan by any means. On May 26 about 1030 PM the movie started with a scene in the late 1800's. Old movies I like but not golf however within the first scene a young boy Harry Vardon is awaken by the voices of men. He goes outside to inquire what they are doing and is told they are going to build a golf something... So  then I turned the television off but something stirred me and it was back on. The movie is excellent. We then see this young boy now a man professional golf player who is haunted with visions from his childhood. Then we meet the true focus of the movie Francis and the decisions he makes for golf. You meet his mother and father who want to protect him from the class thing that is so obvious during the period. Then there is little Eddie Lowery his caddy with encouraging words and little pushes that are instrumental in Francis winning. Don't want to give away too much . I was up until 2 A.M. This is super please see the movie.,positive
74,Upon viewing Tobe Hooper's gem Crocodile in 2000 I developed a great interest in the collegecrocodile niche of the exploitationmonster genre. I look forward to a wayward producer to follow up with several sequels to these delightful bonbons of camp goodness. If only Ed Wood could bring his subtle sense of flair and dignity to these remarkable scripts. With Ed writing the scripts and a room full of monkees creating crocodile special effects on a computer all we'd need would be a cast of crocky fodder with Russ Meyer breasts and Ren Hoek pectoral implants.While Tobe Hooper's crocky opus referenced his own movies Blood Surf chose to dish out a bunch of aging themes from the chum bucket of other movies. See if you can look past the Revenge of the Nerds sequel sets to find the allusionshomagesripoffs to Jaws Temple of Doom Indiana Jones' Last Crusade The Convent Godzilla 2000 and any James Bond movie. Also try to find the readyfortv fade where the editor gave up on making sense of the stock.I was disappointed the crock didn't get to try out its sotto voce tenor with a soliloquy on environmentalism...or crocky appreciation but the quasiCaptain Ahab of the story does get his tour de force speach. Perhaps in the coming years we'll see a crock galloping off after a shootout into a golden sunset. Or hopefully a monkey will flush a crocky down the toilet of an international space station for midgets and enjoy the exploitative waltz of zeroG monkeymidgetcrocodile bloodshed.Allinall the lack of a whammy bar in the surf music irked me.,negative
75,It tries to be the epic adventure of the century. And with a cast like Sh Kasugi Christopher Lee and JohnRhys Davies it really is the perfect Badventure of all time. It's actually is a pretty fun swashbuckling adventure that even with it's flaws captures your interest. It must have felt as the biggest movie ever for the people who made it. Even if it's made in the 90s it doesn't have a modern feel. It more has the same feeling that a old Errol Flynn movie had. Big adventure movie are again the big thing in Hollywood but I'm afraid that the feeling in them will never be the same as these old movies had. This on the other hand just has the real feeling. You just can't hate it. I think it's an okay adventure movie. And I really love the soundtrack. Damn I want the theme song.,positive
76,The Last Hard Men finds James Coburn an outlaw doing a long sentence breaking free from a chain gang. Do he and his friends head for the Mexican border from jail and safety. No they don't because Coburn has a mission of revenge. To kill the peace officer who brought him in and in the process killed his woman.That peace officer is Charlton Heston who is now retired and he knows what Coburn is after. As he explains it to his daughter Barbara Hershey Coburn was holed up in a shack and was involved in a Waco like standoff. His Indian woman was killed in the hail of bullets fired. It's not something he's proud of she was a collateral casualty in a manhunt.Lest we feel sorry for Coburn he lets us know full well what an evil man he truly is. Heston is his usual stalwart hero but the acting honors in The Last Hard Men go to James Coburn. He blows everyone else off the screen when he's on. Coburn gets the bright idea of making sure Heston trails him by kidnapping Hershey and taking her to an Indian reservation where the white authorities can't touch him. He knows that Heston has to make it personal then.Coburn's gang includes Morgan Paull Thalmus Rasulala John Quade Larry Wilcox and Jorge Rivero. Heston has Chris Mitchum along who is his soninlaw to be.The Last Hard Men is one nasty and brutal western. Andrew McLaglen directed it and I'm thinking it may have been a project originally intended for Sam Peckinpaugh. It sure shows a lot of his influence with the liberal use of slow motion to accentuate the violence. Of which there is a lot. For a little Peckinpaugh lite The Last Hard Men is your film.,positive
77,Maybe it was the title or the trailer certainly not the interview on the DVD which is with the director as he keeps saying hi kids into the camera like a buffoon but I had expectations for Entrails of a Virgin to be at least a bit of sleazy fun with some good sex scenes and brutal bloody killings by a weird Japanese penetrator. Turns out it's way too sleazy for its own good or bad or whatever. There's a problem and one can see this also in the Italian sexploitation flick Porno Holocaust similar to this in many respects in not having balance to the sex and violence. Too much sex and it will turn into a prototypical porno and not even with much production quality in comparison with most professional porno movies And with the killing scenes there has to be at least a little tack and maybe just a smidgen of ingenuity in creating the creaturekillerwhatever. Entrails of a Virgin has neither. It's safe to say it's a pretty soulless movie even if isn't one of the very worst ever made it's there just for horndog Japanese fetishists to get off on girls in trouble and men who have all their brains in their 'other' heads.In this case we're given a photo team where the guys are taking some shots of some girls nothing too salacious and then by way of a dense fog they stay off at some house one night and are picked off one by one by A Murderer as he's credited. First off the director Kazuo 'Gaira' Komizu decides he has to put in a quota of random sex scenes early on we get spliced in or phoned in take your pick clips of one of the photographers having sex with one or more of the girls elsewhere. It looks like it's from another movie. Then once settled into the house there's a 'wrestling' scene that's poorly choreographed and shot yeah we really need to see him 'all' there and then on to the rape and killings. First the rape by the photographers who promise the girls some jobs for their time. Then the Murderer who like D'Amato's creature is simply covered in mud and given a stupid facial and who for an unknown reason kills the men andor rapes the women one by one.Now the latter of those taken by themselves should be considered the highlights of the movie. This is like saying however that the crotons are the best part of a wretchedly tasting salad. An eyegouging scene a spike thrown like an Olympic event that scene actually is kind of cool and finally the entrailing of the overly sexcrazed girl whose inconsequential name I can't remember. Even this becomes disappointing just by not being correct to the title On top of this the sex scenes which become tedious through 'Gaira' and his indulgence in longtakeswithoutcutaways where everything by the Japanese censors is blurred anyway are dubbed over by the actors you'd think that they seem to be enjoying themselves enough hence the need to let them 'speak' for themselves. But the overall feeling from Entrails of a Virgin is that of a lumpy one where it's just there to be gawked at and without a shred of suspense or true horror watch as the last girl left alive the virgin of the picture tries to stop the murderer from getting to her which lasts five minutes as she keeps throwing sticks at him You just want it to be done with for the 'I hate women' mantra to ease up or be rid altogether.,negative
78,The few scenes that actually attempt a depiction of revolutionary struggle resemble a hirsute Boy Scout troop meandering tentatively between swimming holes. When Sharif or please God Palance try their hand at fiery oratory they sound like Kurtz swallowing a bug. The displays of strategic brilliance incorporate a map of Cuba replete with smiling fishies in the ocean and a positively Vaudevillian hypothesis on how the Bay of Pigs came to pass. What does that leave us with One comical dentistry scene a surfeit of uppity Hollywood peasants who address the camera as though it were a moving train and just for kicks a passel of homoeroticism that is not limited to Castro's manic and unremitting cigarfellatio. Never trust a Medved but even a busted clock is right twice a day this is a HISTORICALLY awful movie.,negative
79,This film took me by surprise. I make it a habit of finding out as little as possible about films before attending because trailers and reviews provide spoiler after spoiler. All I knew upon entering the theater is that it was a documentary about a long married couple and that IMDb readers gave it a 7.8 Rotten Tomatoes users ranked it at 7.9 and the critics averaged an amazing 8.2 If anything they UNDERRATED this little gem.Filmmaker Doug Block decided to record his parents for posterity and at the beginning of the film we are treated to the requisite interviews with his parents outspoken mother Mina and less than forthcoming dad Mike. I immediately found this couple interesting and had no idea where the filmmaker Mike  Mina's son Doug was going to take us. As a matter of fact I doubt that Doug himself knew where he was going with thisLife takes unexpected twists and turns and this beautifully expressive film follows the journey. It is difficult to verbalize just how moved I was with this story and the unique way in which it was told. Absolutely riveting from beginning to end and it really is a mustsee even if you aren't a fan of the documentary genre. This film will make you think of your own life and might even evoke memories that you thought were long forgotten. 51 Birch Street is one of those rare filmgoing experiences that makes a deep impression and never leaves you. The best news of all is that HBO had a hand in the production so instead of playing to a limited art house audience eventually millions of people will have a chance to view this incredible piece of work. BRAVO,positive
80,Stephen Hawkings is a genius. He is the king of geniuses. Watching this movie makes me feel dumb. But it's a great movie. Not highly entertaining but very very intriguing. The movie centers around wheelchair bound Stephen Hawkings a man who makes Einstein look average and his theories and scientific discoveries about the universe time the galaxy and black holes. Everyone at sometime or another during a really intense high comes to a moment when they think they'v got the universe and the cosmos figured out and they swear as soon as they sober up they'll write it all down. Well here is a man who actually held that feeling for more then six hours. Here is a man who despite suffering from Lou Gehrig's disease has become the greatest mind the world has yet seen. Watch this and listen in on how he has formulated theories on black holes. Awesome. You won't be the same after you see it.,positive
81,The story is about a psychic woman Tory who returns to her hometown and begins reliving her traumatic childhood past the death of her childhood friend and abusive father. Tory discovers that her friend was just the first in a string of murders that are still occurring. Can her psychic powers help solve the crimes and stop the continuing murders You really don't need to find out because Oh My God This was so so so so bad I know all the Nora Roberts fans will flock to this movie and give it tons of 10's. Then the rest of us will see an IMDb score of 6 and actually think this movie is worth watching. But do not be fooled. The ending was predictable the acting TERRIBLE don't even get me started about the southern accents y'all and the story was trite. Just remember....you were warned,negative
82,Oh God I must have seen this when I was only 11 or twelve don't ask how I may have been young but I wasn't stupid. Anyone could see that this is a bad movie nasty gross unscary and very silly. I've seen more impressive effects at Disneyland I've seen better performances at a school play And I've seen more convincing crocodiles at the zoo where they do nothing but sit in the water ignoring the children tapping on the glass.The story is set in northern Australia. A handful of ambitious young people are trying out a new water sport surfing in shark filled waters. It soon becomes evident that something more dangerous is in the water. After they learn what they get the help of a grizzly middle aged fisherman who wants to kill the animal to avenge the eating of his family.I think I have seen every crocodile film made in the last fifteen years the best of which is Lake Placid and the worse of which is its sequel. Blood Surf would have to be the second worst croc flick I think with Primeval and Crocodile tailing closely behind.The Australian Saltwater Crododile is one of the most dangerous creatures out there resulting in more than a hundred injuries or deaths every year. Movies like Blood Surf however ruin not only the ferocious image of such a creature but a good hour and a half of the viewer's life. Unless you really want to see it avoid Blood Surf.,negative
83,Fate leads Walter Sparrow to come in possession of a mysterious novel that has eerie similarities and connections to his life all based around the number 23. As the story unfolds in real life and fiction Sparrow must figure out his connection to the book and how the story will eventually end.The Number 23 offers an intriguing premise that is undone by a weak execution. The film just failed on many different levels which is pretty disappointing because it held so much potential. The screenplay was probably the worst part about it. It was filled with silly sequences and laughable dialog that just killed the mood of the movie. It seemed like the screenwriter had a good idea he just didn't know how to develop it to stretch over a ninety minute running time. The second half of the film was running low on ideas the twist was pretty obvious and the ending was awful.Joel Schumacher is responsible for one of the worst movies ever and he did redeem himself a little with Phone Booth and a few other films but The Number 23 reminds me that he's still capable of making a stinker. He has the movie drenched in style but he just can't get a good focus. He moves the film at a clunky and slow pace. He switches from reality to what's actually happening in the book which quickly got annoying. The actual book in the film that's titled The Number 23 is an awful detective story and the audience gets stuck listening to Carrey narrate it which just bored me to tears. When Carrey is finally done with book we get stuck watching him run around trying to solve the mystery. At this point the audience has lost interest and there is no real tension. We impatiently wait for the movie to reach it's horrible ending and unconvincing explanation before celebrating that film has finally finished.The acting was mostly average and pretty forgettable. Jim Carrey was clearly just sleepwalking through his performance and he didn't even seem to be trying. He was either completely over the top in some scenes or just very wooden. His narration was a complete bore to listen to and he put no life inside his character. Virginia Madsen did the best she could with a limited role but she needs to pick better scripts. Logan Lerman was pretty bland as was Danny Huston. Overall The Number 23 was an awful thriller that offered more laughs than suspense or thrills. Rating 310,negative
84,We brought this film as a joke for a friend and could of been our worst joke to play. The film is barely watchable and the acting is dire. The worst child actor ever used and Hasslehoff giving a substandard performance. The plot is disgraceful and at points we was so bored we was wondering what the hell was going on. It tries to be gruesome in places but is just laughable.Just terrible,negative
85,This was probably the worst movie i have ever seen in my life It was stupid there was no plot and the special affects were ridiculous And i have never seen such bad acting in my life The only good part about the movie were all the hot guysespecially Drew Fuller. I don't know what these people were thinking when they made this movie I didn't even want to finish the whole thing because you get to this point in the movie where the guys are all in bed touching themselves. I mean it was like some kind of sick and twisted kiddy porn I would advise anyone who has heard of this movie and was interested in seeing it to just forget about it and find another movie to watch I was very disappointed The whole movie was a complete waste of time in my opinion.,negative
86,This is a typical Steele novel production in that two people who have undergone some sort of tragedy manage to get together despite the odds. I wouldn't call this a spoiler because anyone who has read a Steele novel knows how they ALL end. If you don't want to know much about the plot don't keep reading.Gilbert's character Ophelia is a woman of French decent who has lost her husband and son in an accident. Gilbert needs to stop doing films where she is required to have an accent because she otherwise a good actress cannot realistically pull off any kind of accent. Brad Johnson also an excellent actor is Matt who is recovering from a rather nasty divorce. He is gentle convincing and compelling in this role.The two meet on the beach through her daughter Pip and initially Ophelia accuses Matt of being a child molester just because he talked art with the kid. All of them become friends after this episode and then the couple falls in love.The chemistry between the two leads is not great even though the talent of these two people is not in my opinion a question. They did the best they could with a predictable plot and a script that borders on stereotypical. Two people meet tragedy bigger tragedy a secret is revealed another tragedy and then they get together. I wish there was more to it than that but there it is in a nutshell.I wanted mindless entertainment and I got it with this. In regard to the genre of romantic films this one fails to be memorable. A Secret Affair with Janine Turner is far superior not a Steele book as are some of Steele's earlier books turned into film.,negative
87,Oh noes one of these attack of the Japanese ghost girl movies... i don't even remember how many i've seen. maybe it sells... but not to me. not scary at all. the japanese horror movies are have been very similar since the first one of these... also the pulling of the kid. i have seen that pulled under scene so many times in so many horror movies. cellphone scene is also nothing new... the dramaticness of the guy getting hit by a train kinda sucked... i mean it lacked all dramaticness... OK this is for kids 1416 who listen to japanese rock and think they are so unique... we'll let me tell you. there's a million of you D this is one of them. 310 i've seen worse but you won't be missing anything by NOT seeing this,negative
88,Nicholas Walker is Paul the local town Reverand who's married to Martha Ally Sheedy but also is a habitual womanizer and decides to fake his own death to run away with his current affair Veronica Dara Tomanovich. However in so doing he gets a bout of amnesia hence the name of the film. Sally Kirkland is also on hand as a crazy old coot who pines for the good Reverand in a shades of Misery type of way. It's sad to see a pretty good cast wasted like this. Not the least bit John Savage in a horridly forgettable role as a shoddy private investigator. In a film billed as a 'black comedy' one has to bring BOTH elements into said movie. While this does bring the former in spades it sadly contains none of the latter. Furthermore you can't emphasize with any of the characters and as thus have absolutely no vested interest in them. Technically not an alltogether bad movie just an extremely forgettable one.Eye Candy Dara Tomanovich gets topless Sally Kirkland also shows some skin My Grade C Where I saw it Showtime Showcase,negative
